gouge,4,raise 00002,blond 00100,cigar 00100,gouge 22222,,
click,4,raise 00200,blunt 02000,focal 00101,click 22222,,
altar,4,raise 11000,crowd 01000,alarm 12010,altar 22222,,
pulpy,4,raise 00000,nobly 00012,lipid 10100,pulpy 22222,,
duchy,4,raise 00000,nobly 00002,midge 00100,duchy 22222,,
fixer,4,raise 10101,diner 02022,vital 02000,fixer 22222,,
badly,4,raise 02000,count 00000,plumb 01001,badly 22222,,
pithy,4,raise 00100,pilot 22001,cigar 02000,pithy 22222,,
gaudy,4,raise 02000,count 00200,sissy 00002,gaudy 22222,,
chill,4,raise 00200,blunt 01000,evade 00000,chill 22222,,
heron,4,raise 10001,deter 02001,mucky 00000,heron 22222,,
vodka,4,raise 01000,clout 00100,nymph 00000,vodka 22222,,
finer,4,raise 10101,diner 02222,focal 20000,finer 22222,,
surer,4,raise 10011,sheep 20020,sower 20021,surer 22222,,
perch,4,raise 10001,deter 02001,mucky 00100,perch 22222,,
retch,4,raise 20001,bevel 02000,rebut 22001,retch 22222,,
clock,4,raise 00000,nobly 01010,dutch 00010,clock 22222,,
tilde,4,raise 00102,botch 00100,evade 00022,tilde 22222,,
cheat,4,raise 01001,dealt 01102,cigar 20020,cheat 22222,,
grime,4,raise 10202,thump 00020,cigar 01101,grime 22222,,
exult,4,raise 00001,betel 01101,unfed 10010,exult 22222,,
epoch,4,raise 00001,betel 01000,hound 11000,epoch 22222,,
break,4,raise 11001,bleat 20220,awake 10011,break 22222,,
conic,4,raise 00100,pilot 01010,mimic 00021,conic 22222,,
masse,4,raise 02012,butch 00000,sissy 00220,masse 22222,,
sonic,4,raise 00110,shout 20100,cigar 11000,sonic 22222,,
using,4,raise 00210,plunk 00120,sissy 11000,using 22222,,
peach,4,raise 01001,dealt 02200,humph 00012,peach 22222,,
champ,4,raise 01000,clout 20000,humph 10110,champ 22222,,
baton,4,raise 02000,count 01011,blush 20000,baton 22222,,
brake,4,raise 11002,track 02201,rebut 11100,brake 22222,,
pluck,4,raise 00000,nobly 00010,champ 10001,pluck 22222,,
craze,4,raise 11002,track 02210,naval 01000,craze 22222,,
gripe,4,raise 10202,thump 00001,cigar 01101,gripe 22222,,
weary,4,raise 11001,bleat 00110,marry 01022,weary 22222,,
picky,4,raise 00100,pilot 22000,stink 00101,picky 22222,,
acute,4,raise 01002,blank 00100,digit 00001,acute 22222,,
troll,4,raise 10000,count 01001,bloom 01200,troll 22222,,
unify,4,raise 00200,blunt 00110,sissy 01002,unify 22222,,
banal,4,raise 01000,clout 01000,nymph 10000,banal 22222,,
slump,4,raise 00010,stony 20000,whelp 00012,slump 22222,,
crank,4,raise 11000,crowd 22000,unmet 01000,crank 22222,,
gorge,4,raise 10002,thong 00101,focal 02000,gorge 22222,,
drink,4,raise 10200,crypt 02000,guild 00201,drink 22222,,
favor,4,raise 12000,morph 01100,naval 02200,favor 22222,,
abbey,4,raise 01001,dealt 01100,month 00000,abbey 22222,,
solar,4,raise 11010,stamp 20100,blush 01010,solar 22222,,
proxy,4,raise 10000,count 01000,blood 00200,proxy 22222,,
point,4,raise 00200,blunt 00022,humph 00010,point 22222,,
wince,4,raise 00102,botch 00020,humph 00000,wince 22222,,
knoll,4,raise 00000,nobly 11010,colon 01101,knoll 22222,,
sugar,4,raise 11010,stamp 20100,blush 00110,sugar 22222,,
whack,4,raise 01000,clout 10000,awake 01210,whack 22222,,
mount,4,raise 00000,nobly 12000,thump 10210,mount 22222,,
could,4,raise 00000,nobly 02020,dwarf 10000,could 22222,,
wrung,4,raise 10000,count 00220,cigar 00101,wrung 22222,,
those,4,raise 00022,gulch 00001,rebut 01001,those 22222,,
moist,4,raise 00220,forth 02010,humph 00100,moist 22222,,
shard,4,raise 11010,stamp 20200,flick 00000,shard 22222,,
pleat,4,raise 01001,dealt 01112,belch 01100,pleat 22222,,
aloft,4,raise 01000,clout 02202,feign 10000,aloft 22222,,
humor,4,raise 10000,count 01100,major 10022,humor 22222,,
ulcer,4,raise 10001,deter 00022,vouch 00110,ulcer 22222,,
ultra,4,raise 11000,crowd 01000,alarm 12020,ultra 22222,,
cynic,4,raise 00100,pilot 01000,ionic 00221,cynic 22222,,
agora,4,raise 11000,crowd 01200,blush 00000,agora 22222,,
aroma,4,raise 11000,crowd 02200,cigar 00011,aroma 22222,,
shake,4,raise 01012,stalk 20201,humph 10000,shake 22222,,
pupal,4,raise 01000,clout 01010,cigar 00020,pupal 22222,,
swill,4,raise 00210,plunk 01000,stink 20200,swill 22222,,
other,4,raise 10001,deter 00122,totem 11020,other 22222,,
trove,4,raise 10002,thong 20200,humph 00000,trove 22222,,
vivid,4,raise 00100,pilot 01000,ionic 10020,vivid 22222,,
spill,4,raise 00210,plunk 11000,rebut 00000,spill 22222,,
choke,4,raise 00002,blond 00200,cigar 20000,choke 22222,,
nasty,4,raise 02010,sloth 10020,humph 00000,nasty 22222,,
ahead,4,raise 01001,dealt 11100,humph 10000,ahead 22222,,
brine,4,raise 10202,thump 00000,bench 21100,brine 22222,,
cloth,4,raise 00000,nobly 01010,dutch 00112,cloth 22222,,
hoard,4,raise 11000,crowd 01102,rebut 10000,hoard 22222,,
sweet,4,raise 00011,spelt 20102,humph 00000,sweet 22222,,
month,4,raise 00000,nobly 12000,thump 11010,month 22222,,
today,4,raise 01000,clout 00101,grade 00110,today 22222,,
focus,4,raise 00010,stony 10100,blush 00110,focus 22222,,
cater,4,raise 12001,glyph 00000,water 02222,cater 22222,,
allow,4,raise 01000,clout 01100,folly 01100,allow 22222,,
slosh,4,raise 00010,stony 10200,feign 00000,slosh 22222,,
depot,4,raise 00001,betel 02100,pound 11001,depot 22222,,
epoxy,4,raise 00001,betel 01000,hound 01000,epoxy 22222,,
shall,4,raise 01010,shalt 22210,awake 00200,shall 22222,,
stove,4,raise 00012,cloth 00210,naval 00100,stove 22222,,
lowly,4,raise 00000,nobly 02012,dwarf 01000,lowly 22222,,
trope,4,raise 10002,thong 20200,humph 00020,trope 22222,,
fewer,4,raise 10001,deter 02022,naval 00000,fewer 22222,,
shawl,4,raise 01010,shalt 22210,awake 01200,shawl 22222,,
natal,4,raise 01000,clout 01001,focal 00012,natal 22222,,
black,4,raise 01000,clout 12000,bench 20020,black 22222,,
squad,4,raise 01010,shalt 20100,cigar 00020,squad 22222,,
chunk,4,raise 00000,nobly 10000,humph 11000,chunk 22222,,
mince,4,raise 00102,botch 00020,humph 00100,mince 22222,,
shame,4,raise 01012,stalk 20200,dumpy 00100,shame 22222,,
cheek,4,raise 00001,betel 01020,humph 10000,cheek 22222,,
ample,4,raise 01002,blank 01100,humph 00110,ample 22222,,
cargo,4,raise 12000,morph 01200,stool 00100,cargo 22222,,
oxide,4,raise 00202,cloth 00100,evade 00022,oxide 22222,,
zesty,4,raise 00011,spelt 10101,batty 00022,zesty 22222,,
fella,4,raise 01001,dealt 02110,cigar 00010,fella 22222,,
larva,4,raise 11000,crowd 01000,alarm 11110,larva 22222,,
forgo,4,raise 10000,count 01000,blood 00110,forgo 22222,,
story,4,raise 10010,shout 20201,karma 00100,story 22222,,
train,4,raise 11100,gland 00210,rebut 10001,train 22222,,
homer,4,raise 10001,deter 00022,vouch 02001,homer 22222,,
badge,4,raise 02002,gulch 10000,rebut 01100,badge 22222,,
canny,4,raise 02000,count 20010,evade 00100,canny 22222,,
fetus,4,raise 00011,spelt 10101,batty 00200,fetus 22222,,
butch,4,raise 00000,nobly 00100,cigar 10000,butch 22222,,
slung,4,raise 00010,stony 20020,cluck 02200,slung 22222,,
metal,4,raise 01001,dealt 02111,humph 00100,metal 22222,,
yield,4,raise 00101,lipid 12002,dwarf 10000,yield 22222,,
delve,4,raise 00001,betel 01001,gulch 00200,delve 22222,,
being,4,raise 00201,deter 02000,bench 22100,being 22222,,
glass,4,raise 01010,shalt 10210,cigar 00110,glass 22222,,
gamer,4,raise 12001,glyph 20000,humph 00200,gamer 22222,,
tiara,4,raise 11100,gland 00100,cigar 02011,tiara 22222,,
crept,4,raise 10001,deter 01101,humph 00020,crept 22222,,
manor,4,raise 12000,morph 21100,yearn 00111,manor 22222,,
showy,4,raise 00010,stony 20202,humph 10000,showy 22222,,
froth,4,raise 10000,count 01001,bloom 00200,froth 22222,,
depth,4,raise 00001,betel 02100,pound 10001,depth 22222,,
gloom,4,raise 00000,nobly 01010,dutch 00000,gloom 22222,,
flood,4,raise 00000,nobly 01010,dutch 10000,flood 22222,,
trait,4,raise 11100,gland 00200,cigar 01011,trait 22222,,
piety,4,raise 00101,lipid 02100,bench 01000,piety 22222,,
float,4,raise 01000,clout 02202,feign 20000,float 22222,,
donor,4,raise 10000,count 01010,dwarf 20010,donor 22222,,
blown,4,raise 00000,nobly 11110,awake 01000,blown 22222,,
cacao,4,raise 01000,clout 10100,motor 01000,cacao 22222,,
gloat,4,raise 01000,clout 02202,feign 00010,gloat 22222,,
awful,4,raise 01000,clout 01020,awake 22000,awful 22222,,
brink,4,raise 10200,crypt 02000,guild 00200,brink 22222,,
beady,4,raise 01001,dealt 12200,rebut 02100,beady 22222,,
retro,4,raise 10001,deter 02201,model 01010,retro 22222,,
droll,4,raise 10000,count 01000,blood 01201,droll 22222,,
hutch,4,raise 00000,nobly 00000,could 10100,hutch 22222,,
egret,4,raise 10001,deter 01121,evade 10000,egret 22222,,
lilac,4,raise 01100,until 00011,clock 11000,lilac 22222,,
sever,4,raise 10011,sheep 20120,evade 11001,sever 22222,,
field,4,raise 00101,lipid 12002,dwarf 10001,field 22222,,
fluff,4,raise 00000,nobly 00010,champ 00000,fluff 22222,,
hydro,4,raise 10000,count 01000,blood 00101,hydro 22222,,
flack,4,raise 01000,clout 12000,bench 00020,flack 22222,,
agape,4,raise 01002,blank 00100,digit 00100,agape 22222,,
wench,4,raise 00001,betel 02000,colon 10001,wench 22222,,
stead,4,raise 01011,knelt 00201,humph 00000,stead 22222,,
madam,4,raise 01000,clout 00000,gamma 01110,madam 22222,,
night,4,raise 00100,pilot 02002,frown 00001,night 22222,,
bland,4,raise 01000,clout 02000,aback 01200,bland 22222,,
liver,4,raise 10101,diner 02022,vital 12001,liver 22222,,
augur,4,raise 11000,crowd 01000,alarm 20010,augur 22222,,
flock,4,raise 00000,nobly 01010,dutch 00020,flock 22222,,
angry,4,raise 11000,crowd 01000,alarm 20020,angry 22222,,
bobby,4,raise 00000,nobly 02102,humph 00000,bobby 22222,,
trite,4,raise 10202,thump 10000,awake 00002,trite 22222,,
aphid,4,raise 01100,until 00020,model 00100,aphid 22222,,
midge,4,raise 00102,botch 00000,cigar 02100,midge 22222,,
elope,4,raise 00001,betel 01011,humph 00020,elope 22222,,
cinch,4,raise 00100,pilot 02000,dunce 00210,cinch 22222,,
motto,4,raise 00000,nobly 01000,dutch 00100,motto 22222,,
stomp,4,raise 00010,stony 22200,cigar 00000,stomp 22222,,
