FAVEL,6,TARES 02020,LOWND 10000,BEVEL 00222,ACING 10000,ABAFT 10010,FAVEL 22222,,,,,,,
FAVES,6,TARES 02022,LYMPH 00000,DWANG 00100,FLOCK 20000,AVIZE 11001,FAVES 22222,,,,,,,
FAXED,6,TARES 02020,LOWND 00002,CAMPY 02000,HAFIZ 02100,ABACK 10000,FAXED 22222,,,,,,,
FAXES,6,TARES 02022,LYMPH 00000,DWANG 00100,FLOCK 20000,AVIZE 10001,FAXES 22222,,,,,,,
FAZES,6,TARES 02022,LYMPH 00000,DWANG 00100,FLOCK 20000,AVIZE 10011,FAZES 22222,,,,,,,
FELTS,6,TARES 10012,LENTI 12020,BAWDY 00000,AMUCK 00000,AGAPE 00001,FELTS 22222,,,,,,,
FENDS,6,TARES 00012,NEELD 12001,BIMAH 00000,ADVEW 01010,ABAFT 00010,FENDS 22222,,,,,,,
FESTS,6,TARES 10011,SEINE 12000,POSTS 00222,BALKY 00000,FOWTH 20020,FESTS 22222,,,,,,,
FEZES,6,TARES 00012,NEELD 01000,MOCHY 00000,KAZIS 00202,ABACA 00000,FEZES 22222,,,,,,,
FIFED,6,TARES 00020,LOUND 00002,PIGMY 02000,FECKS 11000,ABLOW 00000,FIFED 22222,,,,,,,
FIFES,6,TARES 00022,DOLCI 00001,PINKY 02000,BEFOG 01100,AFFIX 01210,FIFES 22222,,,,,,,
FIGHT,6,TARES 10000,COUNT 00002,LIPID 02000,ABMHO 00020,ASKEW 00000,FIGHT 22222,,,,,,,
FIKES,6,TARES 00022,DOLCI 00001,PINKY 02010,BEKAH 01200,ABAFT 00010,FIKES 22222,,,,,,,
FILLY,6,TARES 00000,COLIN 00110,BULLY 00222,DAWAH 00000,AARGH 00000,FILLY 22222,,,,,,,
FINKS,6,TARES 00002,LOUND 00010,GINKS 02222,ABAMP 00000,AFLAJ 01000,FINKS 22222,,,,,,,
FINNY,6,TARES 00000,COLIN 00011,DUNNY 00222,BUMPH 00000,AARGH 00000,FINNY 22222,,,,,,,
FIVES,6,TARES 00022,DOLCI 00001,PINKY 02000,BEFOG 01100,AFFIX 01010,FIVES 22222,,,,,,,
FIXES,6,TARES 00022,DOLCI 00001,PINKY 02000,BEFOG 01100,AFFIX 01011,FIXES 22222,,,,,,,
FIZZY,6,TARES 00000,COLIN 00010,DUMPY 00002,BEFOG 00100,ABUZZ 00010,FIZZY 22222,,,,,,,
FLAPS,6,TARES 01002,ALMAH 12000,BUNGY 00000,PLACK 12200,ABAFT 00210,FLAPS 22222,,,,,,,
FOGIE,6,TARES 00010,LEONE 00102,COMBI 02001,WEDGY 01010,ABAFT 00010,FOGIE 22222,,,,,,,
FOLLY,6,TARES 00000,COLIN 02100,WEDGY 00002,LYMPH 11000,AFLAJ 01100,FOLLY 22222,,,,,,,
FONES,6,TARES 00022,DOLCI 02000,NYMPH 10000,BANJO 00201,ABAFT 00010,FONES 22222,,,,,,,
FOOLS,6,TARES 00002,LOUND 11000,BOOGY 02200,CAMPI 00000,ABAFT 00010,FOOLS 22222,,,,,,,
FORES,6,TARES 00222,COYPU 02000,ABLED 00020,AGAMA 00000,ABACK 00000,FORES 22222,,,,,,,
FOULE,6,TARES 00010,LEONE 10102,GODLY 02020,BLIMP 01000,ABAFT 00010,FOULE 22222,,,,,,,
FOUND,6,TARES 00000,COLIN 02001,PUNNY 01020,ABMHO 00001,ABAFT 00010,FOUND 22222,,,,,,,
FOXED,6,TARES 00020,LOUND 02002,PSYCH 00000,BAWKS 00000,AMAZE 00001,FOXED 22222,,,,,,,
FOXES,6,TARES 00022,DOLCI 02000,NYMPH 00000,BAWKS 00002,AARGH 00000,FOXES 22222,,,,,,,
FOXIE,6,TARES 00010,LEONE 00102,COMBI 02001,WEDGY 01000,ABACK 00000,FOXIE 22222,,,,,,,
FRACK,6,TARES 01100,LIANA 00200,CHORD 10010,ABACA 00220,ABAFT 00210,FRACK 22222,,,,,,,
FUGAL,6,TARES 01000,LIANA 10100,COMAL 00022,BAPUS 01010,ABAFT 10010,FUGAL 22222,,,,,,,
FUGGY,6,TARES 00000,COLIN 00000,BUMPH 02000,FADDY 20002,AARGH 00010,FUGGY 22222,,,,,,,
FUGUS,6,TARES 00002,LOUND 00100,HUMIC 01000,KOPJE 00000,ABAFT 00010,FUGUS 22222,,,,,,,
FULLS,6,TARES 00002,LOUND 10100,GULPH 02100,CHIMB 00000,ALLOW 01200,FULLS 22222,,,,,,,
FUNNY,6,TARES 00000,COLIN 00001,BUNDH 02100,ENNOG 01200,ABAFT 00010,FUNNY 22222,,,,,,,
FUZZY,6,TARES 00000,COLIN 00000,BUMPH 02000,FADDY 20002,AARGH 00000,FUZZY 22222,,,,,,,
GABBA,6,TARES 01000,LIANA 00102,BUMPH 10000,KAYAK 01000,AAHED 12000,GABBA 22222,,,,,,,
GAGED,6,TARES 02020,LOWND 00002,CAMPY 02000,HAFIZ 02000,AARGH 02010,GAGED 22222,,,,,,,
GALLS,6,TARES 02002,CLINK 01000,WHUMP 00000,BALLS 02222,AARGH 02010,GALLS 22222,,,,,,,
GEEPS,6,TARES 00012,NEELD 02200,KAPOW 00100,ABOVE 00001,AGAPE 01021,GEEPS 22222,,,,,,,
GELTS,6,TARES 10012,LENTI 12020,BAWDY 00000,AMUCK 00000,AGAPE 01001,GELTS 22222,,,,,,,
GENTS,6,TARES 10012,LENTI 02220,CHAWK 00000,BIFID 00000,AGAPE 01001,GENTS 22222,,,,,,,
GIDDY,6,TARES 00000,COLIN 00010,DUMPY 10002,BAWKS 00000,AARGH 00010,GIDDY 22222,,,,,,,
GILLY,6,TARES 00000,COLIN 00110,BULLY 00222,DAWAH 00000,AARGH 00010,GILLY 22222,,,,,,,
GINGS,6,TARES 00002,LOUND 00010,GINKS 12202,BUMPH 00000,AZYGY 00010,GINGS 22222,,,,,,,
GINNY,6,TARES 00000,COLIN 00011,DUNNY 00222,BUMPH 00000,AARGH 00010,GINNY 22222,,,,,,,
GISTS,6,TARES 10001,SHOUT 10001,FILMY 02000,CASKS 00202,AARGH 00010,GISTS 22222,,,,,,,
GITCH,6,TARES 10000,COUNT 10001,CWTCH 00222,BIFID 02000,ABAMP 00000,GITCH 22222,,,,,,,
GOFER,6,TARES 00120,POIND 02000,MUCKY 00000,ALVAR 00002,ABLOW 00010,GOFER 22222,,,,,,,
GOOFS,6,TARES 00002,LOUND 01000,CHOOM 00100,PAWKY 00000,ABAFT 00020,GOOFS 22222,,,,,,,
GOOGS,6,TARES 00002,LOUND 01000,CHOOM 00100,PAWKY 00000,ABAFT 00000,GOOGS 22222,,,,,,,
GOOPS,6,TARES 00002,LOUND 01000,CHOOM 00100,PAWKY 10000,AARGH 00010,GOOPS 22222,,,,,,,
GOWLS,6,TARES 00002,LOUND 12000,FILMY 00100,CHELP 00020,AJUGA 00010,GOWLS 22222,,,,,,,
GOXES,6,TARES 00022,DOLCI 02000,NYMPH 00000,BAWKS 00002,AARGH 00010,GOXES 22222,,,,,,,
GUCKS,6,TARES 00002,LOUND 00100,HUMIC 02001,BAFFY 00000,AARGH 00010,GUCKS 22222,,,,,,,
GUFFS,6,TARES 00002,LOUND 00100,HUMIC 02000,BAFFS 00222,AARGH 00010,GUFFS 22222,,,,,,,
GUMPS,6,TARES 00002,LOUND 00100,HUMIC 02200,BLYPE 00020,AARGH 00010,GUMPS 22222,,,,,,,
HALFA,6,TARES 01000,LIANA 10102,PILCH 00201,ADVEW 10000,ABAFT 10120,HALFA 22222,,,,,,,
HALMA,6,TARES 01000,LIANA 10102,PILCH 00201,ADVEW 10000,ABAFT 10100,HALMA 22222,,,,,,,
HAPPY,6,TARES 02000,MINCY 00002,BLUDE 00000,GAPPY 02222,AAHED 02100,HAPPY 22222,,,,,,,
HENNY,6,TARES 00010,LEONE 02010,PUDIC 00000,BEFOG 02000,AJWAN 00001,HENNY 22222,,,,,,,
HESTS,6,TARES 10011,SEINE 12000,POSTS 00222,BALKY 00000,FOWTH 00021,HESTS 22222,,,,,,,
HEWER,6,TARES 00110,DEICE 01000,FONLY 00000,BUMPH 00001,ABLOW 00001,HEWER 22222,,,,,,,
HEXER,6,TARES 00110,DEICE 01000,FONLY 00000,BUMPH 00001,ABLOW 00000,HEXER 22222,,,,,,,
HIKED,6,TARES 00020,LOUND 00002,PIGMY 02000,FECKS 01010,AAHED 00122,HIKED 22222,,,,,,,
HINKY,6,TARES 00000,COLIN 00011,DUNNY 00202,AZUKI 00021,AAHED 00100,HINKY 22222,,,,,,,
HIVED,6,TARES 00020,LOUND 00002,PIGMY 02000,FECKS 01000,BHAJI 01001,HIVED 22222,,,,,,,
HOKES,6,TARES 00022,DOLCI 02000,NYMPH 00001,ADVEW 00020,ABACK 00001,HOKES 22222,,,,,,,
HOLOS,6,TARES 00002,LOUND 11000,BOOGY 01000,FILKS 00202,AAHED 00100,HOLOS 22222,,,,,,,
HOODY,6,TARES 00000,COLIN 01000,BUMPY 00002,DEFOG 10010,AWASH 00001,HOODY 22222,,,,,,,
HOOKY,6,TARES 00000,COLIN 01000,BUMPY 00002,DEFOG 00010,ABAKA 00020,HOOKY 22222,,,,,,,
HOVED,6,TARES 00020,LOUND 02002,PSYCH 00001,HAKIM 20000,ABOVE 00111,HOVED 22222,,,,,,,
HOWLS,6,TARES 00002,LOUND 12000,FILMY 00100,CHELP 01020,AAHED 00100,HOWLS 22222,,,,,,,
HOXED,6,TARES 00020,LOUND 02002,PSYCH 00001,HAKIM 20000,ABOVE 00101,HOXED 22222,,,,,,,
HOXES,6,TARES 00022,DOLCI 02000,NYMPH 00001,ADVEW 00020,ABACK 00000,HOXES 22222,,,,,,,
JADES,6,TARES 02022,LYMPH 00000,DWANG 10100,FECKS 01002,ABOVE 10001,JADES 22222,,,,,,,
JAFAS,6,TARES 01002,ALMAH 10020,PUNKY 00000,CAVED 01000,BEFOG 00200,JAFAS 22222,,,,,,,
JAFFA,6,TARES 01000,LIANA 00102,BUMPH 00000,DICKY 00000,AARGH 12000,JAFFA 22222,,,,,,,
JAGAS,6,TARES 01002,ALMAH 10020,PUNKY 00000,CAVED 01000,BEFOG 00001,JAGAS 22222,,,,,,,
JAGGY,6,TARES 02000,MINCY 00002,BLUDE 00000,GAPPY 12002,ABAFT 10000,JAGGY 22222,,,,,,,
JAILS,6,TARES 02002,CLINK 01200,BUMPH 00000,ADVEW 10000,ABAFT 10000,JAILS 22222,,,,,,,
JAKER,6,TARES 02120,GLYPH 00000,DECOR 01002,WAKFS 02200,AMBAN 10000,JAKER 22222,,,,,,,
JAKES,6,TARES 02022,LYMPH 00000,DWANG 00100,FLOCK 00001,ABACI 10000,JAKES 22222,,,,,,,
JANES,6,TARES 02022,LYMPH 00000,DWANG 00110,BANCO 02200,AFLAJ 10001,JANES 22222,,,,,,,
JAVAS,6,TARES 01002,ALMAH 10020,PUNKY 00000,CAVED 01200,ABAFT 10100,JAVAS 22222,,,,,,,
JAVEL,6,TARES 02020,LOWND 10000,BEVEL 00222,ACING 10000,ABAFT 10000,JAVEL 22222,,,,,,,
JAZZY,6,TARES 02000,MINCY 00002,BLUDE 00000,GAPPY 02002,ABAFT 10000,JAZZY 22222,,,,,,,
JEEPS,6,TARES 00012,NEELD 02200,KAPOW 00100,ABOVE 00001,AGAPE 00021,JEEPS 22222,,,,,,,
JEFES,6,TARES 00012,NEELD 01000,MOCHY 00000,KAZIS 00002,GOWFS 00012,JEFES 22222,,,,,,,
JELLY,6,TARES 00010,LEONE 12000,DICKY 00002,BEFOG 02000,ABLOW 00100,JELLY 22222,,,,,,,
JENNY,6,TARES 00010,LEONE 02010,PUDIC 00000,BEFOG 02000,AJWAN 01001,JENNY 22222,,,,,,,
JERRY,6,TARES 00110,DEICE 02000,FUNGO 00000,BUMPH 00000,AJIVA 01000,JERRY 22222,,,,,,,
JEWEL,6,TARES 00010,LEONE 11000,BIELD 00110,AMPUL 00002,ABACK 00000,JEWEL 22222,,,,,,,
JIBBS,6,TARES 00002,LOUND 00000,WIMPY 02000,BACHA 10000,ABBAS 01202,JIBBS 22222,,,,,,,
JIBED,6,TARES 00020,LOUND 00002,PIGMY 02000,FECKS 01000,BHAJI 10011,JIBED 22222,,,,,,,
JIBER,6,TARES 00120,POIND 00100,FILAR 02002,VUGHS 00000,BEAUX 11000,JIBER 22222,,,,,,,
JIBES,6,TARES 00022,DOLCI 00001,PINKY 02000,BEFOG 11000,AJIVA 01100,JIBES 22222,,,,,,,
JIFFS,6,TARES 00002,LOUND 00000,WIMPY 02000,BACHA 00000,AJIVA 01100,JIFFS 22222,,,,,,,
JIFFY,6,TARES 00000,COLIN 00010,DUMPY 00002,BEFOG 00100,ABUZZ 00000,JIFFY 22222,,,,,,,
JIGGY,6,TARES 00000,COLIN 00010,DUMPY 00002,BEFOG 00001,ABLOW 00000,JIGGY 22222,,,,,,,
JINKS,6,TARES 00002,LOUND 00010,GINKS 02222,ABAMP 00000,AFLAJ 00001,JINKS 22222,,,,,,,
JINNS,6,TARES 00002,LOUND 00010,GINKS 02102,BUMFS 00002,ABLOW 00000,JINNS 22222,,,,,,,
JIVED,6,TARES 00020,LOUND 00002,PIGMY 02000,FECKS 01000,BHAJI 00011,JIVED 22222,,,,,,,
JIVER,6,TARES 00120,POIND 00100,FILAR 02002,VUGHS 10000,ADVEW 00220,JIVER 22222,,,,,,,
JOLLS,6,TARES 00002,LOUND 12000,FILMY 00100,CHELP 00010,BAJAN 00100,JOLLS 22222,,,,,,,
JOLLY,6,TARES 00000,COLIN 02100,WEDGY 00002,LYMPH 11000,AFLAJ 00101,JOLLY 22222,,,,,,,
JOTTY,6,TARES 10000,COUNT 02001,LYMPH 01000,BATTA 00220,AAHED 00000,JOTTY 22222,,,,,,,
JOULE,6,TARES 00010,LEONE 10102,GODLY 02020,BLIMP 01000,ABAFT 00000,JOULE 22222,,,,,,,
JOWED,6,TARES 00020,LOUND 02002,PSYCH 00000,BAWKS 00200,AJIVA 01000,JOWED 22222,,,,,,,
JOWLS,6,TARES 00002,LOUND 12000,FILMY 00100,CHELP 00020,AJUGA 01000,JOWLS 22222,,,,,,,
JUGAL,6,TARES 01000,LIANA 10100,COMAL 00022,BAPUS 01010,ABAFT 10000,JUGAL 22222,,,,,,,
JUMPS,6,TARES 00002,LOUND 00100,HUMIC 02200,BLYPE 00020,AARGH 00000,JUMPS 22222,,,,,,,
JUNKY,6,TARES 00000,COLIN 00001,BUNDH 02200,FAGGY 00002,ABAMP 00000,JUNKY 22222,,,,,,,
JUTTY,6,TARES 10000,COUNT 00101,BITTY 00222,AGAPE 00000,ABOVE 00000,JUTTY 22222,,,,,,,
KACKS,6,TARES 02002,CLINK 10001,BAWDY 02000,BUMPH 00000,JACKS 02212,KACKS 22222,,,,,,,
KAIES,6,TARES 02022,LYMPH 00000,DWANG 00100,FLOCK 00001,ABACI 10001,KAIES 22222,,,,,,,
KERRY,6,TARES 00110,DEICE 02000,FUNGO 00000,BUMPH 00000,AJIVA 00000,KERRY 22222,,,,,,,
KEVEL,6,TARES 00010,LEONE 11000,BIELD 00110,AMPUL 00002,ABACK 00001,KEVEL 22222,,,,,,,
KIGHT,6,TARES 10000,COUNT 00002,LIPID 02000,ABMHO 00020,ASKEW 00100,KIGHT 22222,,,,,,,
KOBOS,6,TARES 00002,LOUND 01000,CHOOM 00120,BAGGY 10000,AZUKI 00010,KOBOS 22222,,,,,,,
