repay,4,soare 00111,talar 00021,becke 02000,repay 22222,,,,,,,
digit,4,soare 00000,linch 01000,acted 00101,digit 22222,,,,,,,
mimic,4,soare 00000,linch 01010,abamp 00010,mimic 22222,,,,,,,
pound,4,soare 02000,linty 00100,bumph 01010,pound 22222,,,,,,,
maxim,4,soare 00100,clint 00100,aahed 02000,maxim 22222,,,,,,,
linen,4,soare 00001,denet 00120,algin 01011,linen 22222,,,,,,,
booby,4,soare 01000,clint 00000,wedgy 00002,booby 22222,,,,,,,
forth,4,soare 02010,curdy 00200,enmew 00000,forth 22222,,,,,,,
belly,4,soare 00001,denet 02000,beigy 22002,belly 22222,,,,,,,
seedy,4,soare 20001,clipt 00000,adeem 01100,seedy 22222,,,,,,,
drain,4,soare 00210,clint 00110,aband 00211,drain 22222,,,,,,,
bribe,4,soare 00012,dript 02200,banco 10000,bribe 22222,,,,,,,
stout,4,soare 21000,cloth 00210,ament 00001,stout 22222,,,,,,,
flume,4,soare 00002,guilt 01010,abamp 00020,flume 22222,,,,,,,
front,4,soare 01010,cloot 00202,aband 00020,front 22222,,,,,,,
parry,4,soare 00110,radar 12001,bumph 00010,parry 22222,,,,,,,
lapel,4,soare 00101,natal 02001,abamp 10001,lapel 22222,,,,,,,
greet,4,soare 00011,deter 01121,aargh 00110,greet 22222,,,,,,,
goner,4,soare 02011,vower 02022,hanky 00200,goner 22222,,,,,,,
lusty,4,soare 10000,hists 00220,algid 01000,lusty 22222,,,,,,,
loopy,4,soare 01000,clint 01000,acold 00110,loopy 22222,,,,,,,
audit,4,soare 00100,clint 00102,abamp 20000,audit 22222,,,,,,,
gamma,4,soare 00100,clint 00000,gaped 21000,gamma 22222,,,,,,,
islet,4,soare 10001,uneth 00110,abies 00121,islet 22222,,,,,,,
civic,4,soare 00000,linch 01010,abamp 00000,civic 22222,,,,,,,
spend,4,soare 20001,clipt 00010,adhan 01001,spend 22222,,,,,,,
kebab,4,soare 00101,natal 00020,aahed 10010,kebab 22222,,,,,,,
guild,4,soare 00000,linch 11000,guilt 22220,guild 22222,,,,,,,
aback,4,soare 00100,clint 10000,aahed 10000,aback 22222,,,,,,,
hatch,4,soare 00100,clint 10001,bumph 00001,hatch 22222,,,,,,,
hyper,4,soare 00011,deter 00022,filch 00001,hyper 22222,,,,,,,
thumb,4,soare 00000,linch 00001,abaft 01001,thumb 22222,,,,,,,
belch,4,soare 00001,denet 02000,beigy 22000,belch 22222,,,,,,,
jaunt,4,soare 00100,clint 00022,dight 00002,jaunt 22222,,,,,,,
enema,4,soare 00101,natal 11000,aahed 10010,enema 22222,,,,,,,
growl,4,soare 01010,cloot 01200,algid 01100,growl 22222,,,,,,,
fling,4,soare 00000,linch 11100,delft 00110,fling 22222,,,,,,,
dozen,4,soare 02001,meynt 01010,navew 10020,dozen 22222,,,,,,,
click,4,soare 00000,linch 11010,bifid 01000,click 22222,,,,,,,
pulpy,4,soare 00000,linch 10000,baldy 00202,pulpy 22222,,,,,,,
duchy,4,soare 00000,linch 00011,abmho 00020,duchy 22222,,,,,,,
groin,4,soare 01010,cloot 00200,dwang 00011,groin 22222,,,,,,,
group,4,soare 01010,cloot 00200,dwang 00001,group 22222,,,,,,,
badly,4,soare 00100,clint 01000,dampy 12002,badly 22222,,,,,,,
pithy,4,soare 00000,linch 02001,compt 00011,pithy 22222,,,,,,,
gaudy,4,soare 00100,clint 00000,gaped 22001,gaudy 22222,,,,,,,
chill,4,soare 00000,linch 11011,acids 01200,chill 22222,,,,,,,
heron,4,soare 01011,outdo 10000,error 10220,heron 22222,,,,,,,
perch,4,soare 00011,deter 02001,pyric 20201,perch 22222,,,,,,,
clock,4,soare 01000,clint 12000,abaca 00010,clock 22222,,,,,,,
cheat,4,soare 00101,natal 00120,aleck 10210,cheat 22222,,,,,,,
grime,4,soare 00012,dript 02200,banco 00000,grime 22222,,,,,,,
exult,4,soare 00001,denet 01002,abaci 00000,exult 22222,,,,,,,
break,4,soare 00111,talar 00021,becke 21010,break 22222,,,,,,,
rhino,4,soare 01010,cloot 00100,abamp 00000,rhino 22222,,,,,,,
viral,4,soare 00110,radar 10020,abrim 10210,viral 22222,,,,,,,
masse,4,soare 10102,balti 02000,abamp 10010,masse 22222,,,,,,,
brake,4,soare 00212,diact 00200,mikva 00101,brake 22222,,,,,,,
craze,4,soare 00212,diact 00210,avant 00200,craze 22222,,,,,,,
unify,4,soare 00000,linch 01100,putid 01010,unify 22222,,,,,,,
siege,4,soare 20001,clipt 00100,agene 01202,siege 22222,,,,,,,
tiger,4,soare 00011,deter 00122,abrim 00110,tiger 22222,,,,,,,
banal,4,soare 00100,clint 01010,abaka 11100,banal 22222,,,,,,,
drink,4,soare 00010,guilt 00200,baccy 00000,drink 22222,,,,,,,
favor,4,soare 01110,bacon 02020,verry 10100,favor 22222,,,,,,,
abbey,4,soare 00101,natal 01000,aahed 20020,abbey 22222,,,,,,,
tangy,4,soare 00100,clint 00011,aahed 02000,tangy 22222,,,,,,,
proxy,4,soare 01010,cloot 00200,dwang 00000,proxy 22222,,,,,,,
point,4,soare 02000,linty 01110,ajies 00200,point 22222,,,,,,,
prick,4,soare 00010,guilt 00200,baccy 00020,prick 22222,,,,,,,
wince,4,soare 00002,guilt 00100,amice 00122,wince 22222,,,,,,,
crimp,4,soare 00010,guilt 00200,baccy 00100,crimp 22222,,,,,,,
mount,4,soare 02000,linty 00110,abaca 00000,mount 22222,,,,,,,
perky,4,soare 00011,deter 02001,pyric 21200,perky 22222,,,,,,,
could,4,soare 02000,linty 10000,ached 01002,could 22222,,,,,,,
moist,4,soare 12000,fubsy 00020,abmho 00101,moist 22222,,,,,,,
shard,4,soare 20220,kempt 00000,acidy 10010,shard 22222,,,,,,,
pleat,4,soare 00101,natal 00121,acerb 10200,pleat 22222,,,,,,,
aloft,4,soare 01100,cloot 02202,abaft 20022,aloft 22222,,,,,,,
frame,4,soare 00212,diact 00200,mikva 10001,frame 22222,,,,,,,
humor,4,soare 01010,cloot 00020,aimer 00202,humor 22222,,,,,,,
pause,4,soare 10102,balti 02000,abamp 10001,pause 22222,,,,,,,
ulcer,4,soare 00011,deter 00022,filch 00110,ulcer 22222,,,,,,,
pupal,4,soare 00100,clint 01000,dampy 01010,pupal 22222,,,,,,,
swill,4,soare 20000,plink 01200,arett 00000,swill 22222,,,,,,,
tacit,4,soare 00100,clint 10101,aalii 02020,tacit 22222,,,,,,,
vivid,4,soare 00000,linch 01000,acted 00002,vivid 22222,,,,,,,
chant,4,soare 00200,flick 00010,champ 22200,chant 22222,,,,,,,
rupee,4,soare 00011,deter 01021,arpen 01210,rupee 22222,,,,,,,
nasty,4,soare 10100,lassi 02200,hanap 02100,nasty 22222,,,,,,,
brine,4,soare 00012,dript 02200,banco 20100,brine 22222,,,,,,,
watch,4,soare 00100,clint 10001,bumph 00002,watch 22222,,,,,,,
cater,4,soare 00111,talar 12002,ached 11020,cater 22222,,,,,,,
allow,4,soare 01100,cloot 01020,ablow 20122,allow 22222,,,,,,,
renew,4,soare 00011,deter 02021,ablow 00002,renew 22222,,,,,,,
found,4,soare 02000,linty 00100,bumph 01000,found 22222,,,,,,,
shall,4,soare 20200,clint 01000,ahull 12022,shall 22222,,,,,,,
harry,4,soare 00110,radar 12001,bumph 00001,harry 22222,,,,,,,
snout,4,soare 21000,cloth 00210,ament 00012,snout 22222,,,,,,,
fewer,4,soare 00011,deter 02022,elvan 10000,fewer 22222,,,,,,,
shawl,4,soare 20200,clint 01000,ahull 12002,shawl 22222,,,,,,,
mince,4,soare 00002,guilt 00100,amice 01122,mince 22222,,,,,,,
shame,4,soare 20202,thilk 02000,amped 11010,shame 22222,,,,,,,
cheek,4,soare 00001,denet 01020,apeek 00222,cheek 22222,,,,,,,
ample,4,soare 00102,gault 01020,abamp 20011,ample 22222,,,,,,,
foyer,4,soare 02011,vower 02022,hanky 00001,foyer 22222,,,,,,,
plant,4,soare 00200,flick 02000,abaft 00202,plant 22222,,,,,,,
hasty,4,soare 10100,lassi 02200,hanap 22000,hasty 22222,,,,,,,
fella,4,soare 00101,natal 01001,aahed 10010,fella 22222,,,,,,,
larva,4,soare 00110,radar 11000,abaka 10002,larva 22222,,,,,,,
story,4,soare 21020,nicht 00001,abysm 00110,story 22222,,,,,,,
homer,4,soare 02011,vower 02022,hanky 20000,homer 22222,,,,,,,
butch,4,soare 00000,linch 00022,dutch 02222,butch 22222,,,,,,,
tipsy,4,soare 10000,hists 02110,midst 02021,tipsy 22222,,,,,,,
metal,4,soare 00101,natal 00222,abamp 10010,metal 22222,,,,,,,
yield,4,soare 00001,denet 11000,chewy 00201,yield 22222,,,,,,,
delve,4,soare 00001,denet 21000,aalii 00200,delve 22222,,,,,,,
being,4,soare 00001,denet 02100,blain 20011,being 22222,,,,,,,
gamer,4,soare 00111,talar 02002,gawky 22000,gamer 22222,,,,,,,
hinge,4,soare 00002,guilt 10100,aahed 00110,hinge 22222,,,,,,,
album,4,soare 00100,clint 02000,aahed 20000,album 22222,,,,,,,
vouch,4,soare 02000,linty 00000,bacca 00020,vouch 22222,,,,,,,
bayou,4,soare 01100,cloot 00020,aboon 11020,bayou 22222,,,,,,,
creak,4,soare 00111,talar 00021,becke 01110,creak 22222,,,,,,,
showy,4,soare 21000,cloth 00201,shown 22220,showy 22222,,,,,,,
froth,4,soare 01010,cloot 00201,abaft 00011,froth 22222,,,,,,,
gloom,4,soare 01000,clint 02000,abamp 00010,gloom 22222,,,,,,,
flood,4,soare 01000,clint 02000,abamp 00000,flood 22222,,,,,,,
piety,4,soare 00001,denet 01001,aceta 00220,piety 22222,,,,,,,
payer,4,soare 00111,talar 02002,gawky 02001,payer 22222,,,,,,,
float,4,soare 01100,cloot 02202,abaft 10012,float 22222,,,,,,,
donor,4,soare 01010,cloot 00120,aahed 00001,donor 22222,,,,,,,
primo,4,soare 01010,cloot 00100,abamp 00021,primo 22222,,,,,,,
input,4,soare 00000,linch 01100,putid 11110,input 22222,,,,,,,
gloat,4,soare 01100,cloot 02202,abaft 10002,gloat 22222,,,,,,,
awful,4,soare 00100,clint 01000,dampy 01000,awful 22222,,,,,,,
brink,4,soare 00010,guilt 00200,baccy 20000,brink 22222,,,,,,,
droll,4,soare 01010,cloot 01200,algid 01001,droll 22222,,,,,,,
gawky,4,soare 00100,clint 00000,gaped 22000,gawky 22222,,,,,,,
gaily,4,soare 00100,clint 01200,aahed 02000,gaily 22222,,,,,,,
egret,4,soare 00011,deter 01121,aargh 00210,egret 22222,,,,,,,
field,4,soare 00001,denet 11000,chewy 00200,field 22222,,,,,,,
fluff,4,soare 00000,linch 10000,baldy 00100,fluff 22222,,,,,,,
wench,4,soare 00001,denet 02200,bench 02222,wench 22222,,,,,,,
berth,4,soare 00011,deter 02101,abrim 01200,berth 22222,,,,,,,
madam,4,soare 00100,clint 00000,gaped 01001,madam 22222,,,,,,,
bland,4,soare 00200,flick 02000,abaft 01200,bland 22222,,,,,,,
liver,4,soare 00011,deter 00022,filch 02100,liver 22222,,,,,,,
wedge,4,soare 00001,denet 11000,chewy 00110,wedge 22222,,,,,,,
roomy,4,soare 01010,cloot 00100,abamp 00020,roomy 22222,,,,,,,
wacky,4,soare 00100,clint 10000,aahed 02000,wacky 22222,,,,,,,
flock,4,soare 01000,clint 12000,abaca 00020,flock 22222,,,,,,,
bobby,4,soare 02000,linty 00002,brogh 10100,bobby 22222,,,,,,,
trite,4,soare 00012,dript 02201,batta 00120,trite 22222,,,,,,,
aphid,4,soare 00100,clint 00100,aahed 20202,aphid 22222,,,,,,,
midge,4,soare 00002,guilt 10100,aahed 00011,midge 22222,,,,,,,
power,4,soare 02011,vower 02222,clapt 00010,power 22222,,,,,,,
motto,4,soare 01000,clint 00001,boody 01000,motto 22222,,,,,,,
stomp,4,soare 21000,cloth 00210,ament 01001,stomp 22222,,,,,,,
bluff,4,soare 00000,linch 10000,baldy 20100,bluff 22222,,,,,,,
cramp,4,soare 00210,clint 20000,crazy 22200,cramp 22222,,,,,,,
buggy,4,soare 00000,linch 00000,dempt 00000,buggy 22222,,,,,,,
unfit,4,soare 00000,linch 01100,putid 01120,unfit 22222,,,,,,,
patty,4,soare 00100,clint 00001,baffy 02002,patty 22222,,,,,,,
label,4,soare 00101,natal 02001,abamp 11000,label 22222,,,,,,,
poker,4,soare 02011,vower 02022,hanky 00010,poker 22222,,,,,,,
gruel,4,soare 00011,deter 00021,grips 22000,gruel 22222,,,,,,,
twice,4,soare 00002,guilt 00201,aceta 01110,twice 22222,,,,,,,
treat,4,soare 00111,talar 10021,great 02221,treat 22222,,,,,,,
unlit,4,soare 00000,linch 11100,delft 00202,unlit 22222,,,,,,,
waste,4,soare 10102,balti 02020,cahow 02001,waste 22222,,,,,,,
merit,4,soare 00011,deter 02101,abrim 00221,merit 22222,,,,,,,
woven,4,soare 02001,meynt 01010,navew 10221,woven 22222,,,,,,,
needy,4,soare 00001,denet 11100,aalii 00000,needy 22222,,,,,,,
widow,4,soare 01000,clint 00100,adaws 01010,widow 22222,,,,,,,
irony,4,soare 01010,cloot 00200,dwang 00020,irony 22222,,,,,,,
ruder,4,soare 00011,deter 10021,flimp 00000,ruder 22222,,,,,,,
chief,4,soare 00001,denet 00020,abamp 00000,chief 22222,,,,,,,
prize,4,soare 00012,dript 02210,acmes 00010,prize 22222,,,,,,,
gully,4,soare 00000,linch 10000,baldy 00102,gully 22222,,,,,,,
whoop,4,soare 01000,clint 00000,wedgy 20000,whoop 22222,,,,,,,
alpha,4,soare 00100,clint 02000,aahed 10100,alpha 22222,,,,,,,
eclat,4,soare 00101,natal 00121,acerb 12100,eclat 22222,,,,,,,
doubt,4,soare 02000,linty 00010,abaca 01000,doubt 22222,,,,,,,
parer,4,soare 00111,talar 02001,maror 02202,parer 22222,,,,,,,
trice,4,soare 00012,dript 02201,batta 00100,trice 22222,,,,,,,
recap,4,soare 00111,talar 00021,becke 02200,recap 22222,,,,,,,
liege,4,soare 00001,denet 01010,acidy 00100,liege 22222,,,,,,,
admit,4,soare 00100,clint 00102,abamp 20010,admit 22222,,,,,,,
scald,4,soare 20200,clint 11000,acidy 12010,scald 22222,,,,,,,
twine,4,soare 00002,guilt 00201,aceta 00110,twine 22222,,,,,,,
sting,4,soare 20000,plink 00220,aguti 01011,sting 22222,,,,,,,
bough,4,soare 02000,linty 00000,bacca 20000,bough 22222,,,,,,,
dandy,4,soare 00100,clint 00010,fundy 00212,dandy 22222,,,,,,,
vigor,4,soare 01010,cloot 00020,aimer 02002,vigor 22222,,,,,,,
howdy,4,soare 02000,linty 00002,brogh 00101,howdy 22222,,,,,,,
valid,4,soare 00100,clint 01100,aalii 02220,valid 22222,,,,,,,
ionic,4,soare 02000,linty 01200,conic 02212,ionic 22222,,,,,,,
equal,4,soare 00101,natal 00022,bedim 01000,equal 22222,,,,,,,
spade,4,soare 20202,thilk 00000,ached 10011,spade 22222,,,,,,,
exist,4,soare 10001,uneth 00110,abies 00211,exist 22222,,,,,,,
grove,4,soare 01012,panto 00001,befog 01011,grove 22222,,,,,,,
mummy,4,soare 00000,linch 00000,dempt 00100,mummy 22222,,,,,,,
fault,4,soare 00100,clint 01002,abaft 10012,fault 22222,,,,,,,
foggy,4,soare 02000,linty 00002,brogh 00110,foggy 22222,,,,,,,
carry,4,soare 00110,radar 12001,bumph 00000,carry 22222,,,,,,,
libel,4,soare 00001,denet 00020,abamp 01000,libel 22222,,,,,,,
waltz,4,soare 00100,clint 01001,aalii 02200,waltz 22222,,,,,,,
aptly,4,soare 00100,clint 01001,aalii 20100,aptly 22222,,,,,,,
photo,4,soare 01000,clint 00001,boody 01200,photo 22222,,,,,,,
dream,4,soare 00111,talar 00021,becke 01000,dream 22222,,,,,,,
vomit,4,soare 02000,linty 01010,admix 00220,vomit 22222,,,,,,,
fanny,4,soare 00100,clint 00010,fundy 20102,fanny 22222,,,,,,,
snarl,4,soare 20220,kempt 00000,acidy 10000,snarl 22222,,,,,,,
baker,4,soare 00111,talar 02002,gawky 02010,baker 22222,,,,,,,
hippy,4,soare 00000,linch 02001,compt 00010,hippy 22222,,,,,,,
folly,4,soare 02000,linty 10002,defog 00110,folly 22222,,,,,,,
vault,4,soare 00100,clint 01002,abaft 10002,vault 22222,,,,,,,
godly,4,soare 02000,linty 10002,defog 10011,godly 22222,,,,,,,
threw,4,soare 00011,deter 00121,aarti 00210,threw 22222,,,,,,,
grave,4,soare 00212,diact 00200,mikva 00021,grave 22222,,,,,,,
crave,4,soare 00212,diact 00210,avant 01200,crave 22222,,,,,,,
valve,4,soare 00102,gault 02010,ached 10010,valve 22222,,,,,,,
rainy,4,soare 00110,radar 22000,ahint 10220,rainy 22222,,,,,,,
musty,4,soare 10000,hists 00220,algid 00000,musty 22222,,,,,,,
daddy,4,soare 00100,clint 00000,gaped 02001,daddy 22222,,,,,,,
recut,4,soare 00011,deter 02101,abrim 00100,recut 22222,,,,,,,
mulch,4,soare 00000,linch 10022,gulch 02222,mulch 22222,,,,,,,
plume,4,soare 00002,guilt 01010,abamp 00021,plume 22222,,,,,,,
count,4,soare 02000,linty 00110,abaca 00010,count 22222,,,,,,,
total,4,soare 02100,nidal 00022,abaft 10001,total 22222,,,,,,,
mocha,4,soare 02100,nidal 00010,comma 12102,mocha 22222,,,,,,,
lover,4,soare 02011,vower 12022,almah 01000,lover 22222,,,,,,,
rivet,4,soare 00011,deter 00121,aarti 00111,rivet 22222,,,,,,,
funny,4,soare 00000,linch 00100,abaft 00010,funny 22222,,,,,,,
mound,4,soare 02000,linty 00100,bumph 01100,mound 22222,,,,,,,
pagan,4,soare 00100,clint 00010,fundy 00100,pagan 22222,,,,,,,
swine,4,soare 20002,clipt 00200,aahed 00010,swine 22222,,,,,,,
gusty,4,soare 10000,hists 00220,algid 00100,gusty 22222,,,,,,,
equip,4,soare 00001,denet 01000,gulch 01000,equip 22222,,,,,,,
tough,4,soare 02000,linty 00010,abaca 00000,tough 22222,,,,,,,
human,4,soare 00100,clint 00010,fundy 02100,human 22222,,,,,,,
udder,4,soare 00011,deter 10022,adunc 01100,udder 22222,,,,,,,
lunch,4,soare 00000,linch 20222,lynch 20222,lunch 22222,,,,,,,
manga,4,soare 00100,clint 00010,fundy 00200,manga 22222,,,,,,,
melee,4,soare 00001,denet 01020,apeek 00110,melee 22222,,,,,,,
lefty,4,soare 00001,denet 02001,aleph 01100,lefty 22222,,,,,,,
paste,4,soare 10102,balti 02020,cahow 02000,paste 22222,,,,,,,
given,4,soare 00001,denet 00120,algin 00112,given 22222,,,,,,,
octet,4,soare 01001,pylon 00010,abcee 00120,octet 22222,,,,,,,
spilt,4,soare 20000,plink 11200,spill 22220,spilt 22222,,,,,,,
apple,4,soare 00102,gault 01020,abamp 20001,apple 22222,,,,,,,
final,4,soare 00100,clint 01110,aalii 10110,final 22222,,,,,,,
sheen,4,soare 20001,clipt 00000,adeem 00220,sheen 22222,,,,,,,
eerie,4,soare 00011,deter 01011,abamp 00000,eerie 22222,,,,,,,
minty,4,soare 00000,linch 02200,dacks 00000,minty 22222,,,,,,,
erupt,4,soare 00011,deter 01101,crept 02122,erupt 22222,,,,,,,
price,4,soare 00012,dript 02210,acmes 01010,price 22222,,,,,,,
fairy,4,soare 00120,dimly 01002,hairy 02222,fairy 22222,,,,,,,
filmy,4,soare 00000,linch 12000,bumfs 00110,filmy 22222,,,,,,,
ardor,4,soare 01110,bacon 01020,adaws 21000,ardor 22222,,,,,,,
nanny,4,soare 00100,clint 00010,fundy 00102,nanny 22222,,,,,,,
woozy,4,soare 01000,clint 00000,wedgy 20002,woozy 22222,,,,,,,
handy,4,soare 00100,clint 00010,fundy 00222,handy 22222,,,,,,,
stank,4,soare 20200,clint 00021,stand 22220,stank 22222,,,,,,,
cream,4,soare 00111,talar 00021,becke 01100,cream 22222,,,,,,,
valor,4,soare 01110,bacon 02020,verry 20100,valor 22222,,,,,,,
ninja,4,soare 00100,clint 00110,aalii 10010,ninja 22222,,,,,,,
muddy,4,soare 00000,linch 00000,dempt 10100,muddy 22222,,,,,,,
reply,4,soare 00011,deter 02001,pyric 11100,reply 22222,,,,,,,
shade,4,soare 20202,thilk 02000,amped 10011,shade 22222,,,,,,,
dowel,4,soare 02001,meynt 01000,advew 01021,dowel 22222,,,,,,,
couch,4,soare 02000,linty 00000,bacca 00120,couch 22222,,,,,,,
bowel,4,soare 02001,meynt 01000,advew 00021,bowel 22222,,,,,,,
evoke,4,soare 01001,pylon 00010,abcee 00012,evoke 22222,,,,,,,
creek,4,soare 00011,deter 01021,arpen 02010,creek 22222,,,,,,,
lance,4,soare 00102,gault 02010,ached 11010,lance 22222,,,,,,,
eagle,4,soare 00101,natal 02001,abamp 10000,eagle 22222,,,,,,,
